,name,pop,
3094,"Pierce, Wisconsin",40958,
3095,"Polk, Wisconsin",43437,
3096,"Portage, Wisconsin",70482,
3097,"Price, Wisconsin",13675,
3098,"Racine, Wisconsin",195163,
3099,"Richland, Wisconsin",17662,
3100,"Rock, Wisconsin",161188,
3101,"Rusk, Wisconsin",14333,
3102,"Sauk, Wisconsin",63379,
3103,"Sawyer, Wisconsin",16437,
3104,"Shawano, Wisconsin",41579,
3105,"Sheboygan, Wisconsin",115290,
3106,"St. Croix, Wisconsin",86759,
3107,"Taylor, Wisconsin",20540,
3108,"Trempealeau, Wisconsin",29509,
3109,"Vernon, Wisconsin",30362,
3110,"Vilas, Wisconsin",21398,
3111,"Walworth, Wisconsin",103527,
3112,"Washburn, Wisconsin",15694,
3113,"Washington, Wisconsin",133251,
3114,"Waukesha, Wisconsin",395118,
3115,"Waupaca, Wisconsin",52066,
3116,"Waushara, Wisconsin",24178,
3117,"Winnebago, Wisconsin",169511,
3118,"Wood, Wisconsin",73608,
3119,"Albany, Wyoming",37811,
3120,"Big Horn, Wyoming",11930,
3121,"Campbell, Wyoming",48320,
3122,"Carbon, Wyoming",15854,
3123,"Converse, Wyoming",14097,
3124,"Crook, Wyoming",7248,
3125,"Fremont, Wyoming",40703,
3126,"Goshen, Wyoming",13514,
3127,"Hot Springs, Wyoming",4816,
3128,"Johnson, Wyoming",8573,
3129,"Laramie, Wyoming",96389,
3130,"Lincoln, Wyoming",18567,
3131,"Natrona, Wyoming",81624,
3132,"Niobrara, Wyoming",2463,
3133,"Park, Wyoming",28989,
3134,"Platte, Wyoming",8799,
3135,"Sheridan, Wyoming",30032,
3136,"Sublette, Wyoming",10057,
3137,"Sweetwater, Wyoming",45010,
3138,"Teton, Wyoming",22930,
3139,"Uinta, Wyoming",20904,
3140,"Washakie, Wyoming",8322,
3141,"Weston, Wyoming",7201,
