,name,pop,
1578,"Shannon, Missouri",8329,
1579,"Shelby, Missouri",6108,
1580,"St. Charles, Missouri",379493,
1581,"St. Clair, Missouri",9457,
1582,"Ste. Genevieve, Missouri",17914,
1583,"St. Francois, Missouri",65960,
1584,"St. Louis, Missouri",1001876,
1585,"St. Louis, Missouri",317419,
1586,"Stoddard, Missouri",29867,
1587,"Stone, Missouri",31104,
1588,"Sullivan, Missouri",6411,
1589,"Taney, Missouri",54230,
1590,"Texas, Missouri",25642,
1591,"Vernon, Missouri",21001,
1592,"Warren, Missouri",33253,
1593,"Washington, Missouri",25077,
1594,"Wayne, Missouri",13452,
1595,"Webster, Missouri",36888,
1596,"Worth, Missouri",2073,
1597,"Wright, Missouri",18291,
1598,"Beaverhead, Montana",9345,
1599,"Big Horn, Montana",13282,
1600,"Blaine, Montana",6619,
1601,"Broadwater, Montana",5667,
1602,"Carbon, Montana",10399,
1603,"Carter, Montana",1169,
1604,"Cascade, Montana",82344,
1605,"Chouteau, Montana",5894,
1606,"Custer, Montana",12092,
1607,"Daniels, Montana",1793,
1608,"Dawson, Montana",9518,
1609,"Deer Lodge, Montana",9150,
1610,"Fallon, Montana",3108,
1611,"Fergus, Montana",11442,
1612,"Flathead, Montana",94924,
1613,"Gallatin, Montana",97308,
1614,"Garfield, Montana",1309,
1615,"Glacier, Montana",13696,
1616,"Golden Valley, Montana",852,
1617,"Granite, Montana",3209,
1618,"Hill, Montana",16596,
1619,"Jefferson, Montana",11558,
1620,"Judith Basin, Montana",1991,
1621,"Lake, Montana",29099,
1622,"Lewis and Clark, Montana",65856,
1623,"Liberty, Montana",2359,
1624,"Lincoln, Montana",19125,
1625,"Madison, Montana",7820,
1626,"McCone, Montana",1694,
1627,"Meagher, Montana",1853,
1628,"Mineral, Montana",4257,
1629,"Missoula, Montana",112684,
1630,"Musselshell, Montana",4589,
1631,"Park, Montana",15880,
1632,"Petroleum, Montana",485,
1633,"Phillips, Montana",4192,
1634,"Pondera, Montana",6219,
1635,"Powder River, Montana",1783,
1636,"Powell, Montana",6909,
1637,"Prairie, Montana",1148,
1638,"Ravalli, Montana",41030,
1639,"Richland, Montana",11576,
1640,"Roosevelt, Montana",11332,
1641,"Rosebud, Montana",9326,
1642,"Sanders, Montana",11364,
1643,"Sheridan, Montana",3696,
1644,"Silver Bow, Montana",34680,
1645,"Stillwater, Montana",9290,
1646,"Sweet Grass, Montana",3665,
1647,"Teton, Montana",6064,
1648,"Toole, Montana",5150,
1649,"Treasure, Montana",692,
1650,"Valley, Montana",7640,
1651,"Wheatland, Montana",2102,
1652,"Wibaux, Montana",1121,
1653,"Yellowstone, Montana",155634,
1654,"Adams, Nebraska",31457,
1655,"Antelope, Nebraska",6398,
1656,"Arthur, Nebraska",453,
1657,"Banner, Nebraska",764,
1658,"Blaine, Nebraska",504,
1659,"Boone, Nebraska",5353,
1660,"Box Butte, Nebraska",11340,
1661,"Boyd, Nebraska",2033,
1662,"Brown, Nebraska",2941,
1663,"Buffalo, Nebraska",48224,
1664,"Burt, Nebraska",6573,
1665,"Butler, Nebraska",8249,
1666,"Cass, Nebraska",25524,
1667,"Cedar, Nebraska",8610,
1668,"Chase, Nebraska",3978,
1669,"Cherry, Nebraska",5762,
1670,"Cheyenne, Nebraska",10148,
1671,"Clay, Nebraska",6315,
1672,"Colfax, Nebraska",10504,
1673,"Cuming, Nebraska",9027,
1674,"Custer, Nebraska",10728,
1675,"Dakota, Nebraska",20850,
1676,"Dawes, Nebraska",9042,
1677,"Dawson, Nebraska",24096,
1678,"Deuel, Nebraska",1940,
1679,"Dixon, Nebraska",5782,
1680,"Dodge, Nebraska",36744,
1681,"Douglas, Nebraska",543244,
1682,"Dundy, Nebraska",1886,
1683,"Fillmore, Nebraska",5661,
1684,"Franklin, Nebraska",3076,
1685,"Frontier, Nebraska",2705,
1686,"Furnas, Nebraska",4888,
1687,"Gage, Nebraska",21663,
1688,"Garden, Nebraska",1911,
1689,"Garfield, Nebraska",2003,
1690,"Gosper, Nebraska",1970,
1691,"Grant, Nebraska",619,
1692,"Greeley, Nebraska",2482,
1693,"Hall, Nebraska",61492,
1694,"Hamilton, Nebraska",9135,
1695,"Harlan, Nebraska",3492,
1696,"Hayes, Nebraska",933,
1697,"Hitchcock, Nebraska",2901,
1698,"Holt, Nebraska",10403,
1699,"Hooker, Nebraska",728,
1700,"Howard, Nebraska",6362,
1701,"Jefferson, Nebraska",7335,
1702,"Johnson, Nebraska",5185,
1703,"Kearney, Nebraska",6644,
1704,"Keith, Nebraska",8121,
1705,"Keya Paha, Nebraska",810,
1706,"Kimball, Nebraska",3713,
1707,"Knox, Nebraska",8482,
1708,"Lancaster, Nebraska",301795,
1709,"Lincoln, Nebraska",35815,
1710,"Logan, Nebraska",750,
1711,"Loup, Nebraska",588,
1712,"Madison, Nebraska",35174,
1713,"McPherson, Nebraska",498,
1714,"Merrick, Nebraska",7766,
1715,"Morrill, Nebraska",4862,
1716,"Nance, Nebraska",3570,
1717,"Nemaha, Nebraska",7175,
1718,"Nuckolls, Nebraska",4369,
1719,"Otoe, Nebraska",15797,
1720,"Pawnee, Nebraska",2702,
1721,"Perkins, Nebraska",2891,
1722,"Phelps, Nebraska",9187,
1723,"Pierce, Nebraska",7202,
1724,"Platte, Nebraska",32666,
1725,"Polk, Nebraska",5271,
1726,"Red Willow, Nebraska",10867,
1727,"Richardson, Nebraska",8128,
1728,"Rock, Nebraska",1443,
1729,"Saline, Nebraska",14252,
1730,"Sarpy, Nebraska",172193,
1731,"Saunders, Nebraska",20919,
1732,"Scotts Bluff, Nebraska",36465,
1733,"Seward, Nebraska",17150,
1734,"Sheridan, Nebraska",5259,
1735,"Sherman, Nebraska",3074,
1736,"Sioux, Nebraska",1303,
1737,"Stanton, Nebraska",6069,
1738,"Thayer, Nebraska",5230,
1739,"Thomas, Nebraska",687,
1740,"Thurston, Nebraska",6969,
1741,"Valley, Nebraska",4204,
1742,"Washington, Nebraska",20258,
1743,"Wayne, Nebraska",9431,
1744,"Webster, Nebraska",3658,
1745,"Wheeler, Nebraska",766,
1746,"York, Nebraska",13917,
1747,"Carson City, Nevada",54522,
1748,"Churchill, Nevada",23989,
1749,"Clark, Nevada",2069681,
1750,"Douglas, Nevada",47536,
1751,"Elko, Nevada",52766,
1752,"Esmeralda, Nevada",822,
1753,"Eureka, Nevada",2018,
1754,"Humboldt, Nevada",17279,
1755,"Lander, Nevada",6009,
1756,"Lincoln, Nevada",5184,
1757,"Lyon, Nevada",51789,
1758,"Mineral, Nevada",4500,
1759,"Nye, Nevada",42282,
1760,"Pershing, Nevada",6698,
1761,"Storey, Nevada",3912,
1762,"Washoe, Nevada",440078,
1763,"White Pine, Nevada",10034,
1764,"Belknap, New Hampshire",60305,
1765,"Carroll, New Hampshire",47399,
1766,"Cheshire, New Hampshire",76115,
1767,"Coos (Coös), New Hampshire",31653,
1768,"Grafton, New Hampshire",89658,
1769,"Hillsborough, New Hampshire",405184,
1770,"Merrimack, New Hampshire",147171,
1771,"Rockingham, New Hampshire",300621,
1772,"Strafford, New Hampshire",125604,
1773,"Sullivan, New Hampshire",43103,
1774,"Atlantic, New Jersey",275209,
1775,"Bergen, New Jersey",933572,
1776,"Burlington, New Jersey",449722,
1777,"Camden, New Jersey",511038,
1778,"Cape May, New Jersey",95344,
1779,"Cumberland, New Jersey",157389,
1780,"Essex, New Jersey",795723,
1781,"Gloucester, New Jersey",290951,
1782,"Hudson, New Jersey",669115,
1783,"Hunterdon, New Jersey",126067,
1784,"Mercer, New Jersey",371537,
1785,"Middlesex, New Jersey",836297,
1786,"Monmouth, New Jersey",629279,
1787,"Morris, New Jersey",499727,
1788,"Ocean, New Jersey",586301,
1789,"Passaic, New Jersey",508856,
1790,"Salem, New Jersey",64715,
1791,"Somerset, New Jersey",332568,
1792,"Sussex, New Jersey",144909,
1793,"Union, New Jersey",552939,
1794,"Warren, New Jersey",106917,
1795,"Bernalillo, New Mexico",675551,
1796,"Catron, New Mexico",3556,
1797,"Chaves, New Mexico",65878,
1798,"Cibola, New Mexico",27349,
1799,"Colfax, New Mexico",12680,
1800,"Curry, New Mexico",50969,
1801,"De Baca, New Mexico",1825,
1802,"Doña Ana, New Mexico",213676,
1803,"Eddy, New Mexico",56395,
1804,"Grant, New Mexico",29096,
1805,"Guadalupe, New Mexico",4468,
1806,"Harding, New Mexico",683,
1807,"Hidalgo, New Mexico",4560,
1808,"Lea, New Mexico",69999,
1809,"Lincoln, New Mexico",19706,
1810,"Los Alamos, New Mexico",17682,
1811,"Luna, New Mexico",24673,
1812,"McKinley, New Mexico",74098,
1813,"Mora, New Mexico",4592,
1814,"Otero, New Mexico",65082,
1815,"Quay, New Mexico",8501,
1816,"Rio Arriba, New Mexico",39777,
1817,"Roosevelt, New Mexico",19536,
1818,"Sandoval, New Mexico",137608,
1819,"San Juan, New Mexico",123785,
1820,"San Miguel, New Mexico",28239,
1821,"Santa Fe, New Mexico",148164,
1822,"Sierra, New Mexico",11325,
1823,"Socorro, New Mexico",17310,
1824,"Taos, New Mexico",33084,
1825,"Torrance, New Mexico",15611,
1826,"Union, New Mexico",4297,
1827,"Valencia, New Mexico",75817,
1828,"Albany, New York",308171,
1829,"Allegany, New York",47736,
1830,"Bronx, New York",1438159,
1831,"Broome, New York",197349,
1832,"Cattaraugus, New York",78600,
1833,"Cayuga, New York",78823,
1834,"Chautauqua, New York",132053,
1835,"Chemung, New York",87770,
1836,"Chenango, New York",49426,
1837,"Clinton, New York",81632,
1838,"Columbia, New York",62122,
1839,"Cortland, New York",49024,
1840,"Delaware, New York",46581,
1841,"Dutchess, New York",296579,
1842,"Erie, New York",922835,
1843,"Essex, New York",38679,
1844,"Franklin, New York",51262,
1845,"Fulton, New York",54105,
1846,"Genesee, New York",59162,
1847,"Greene, New York",47967,
1848,"Hamilton, New York",4715,
1849,"Herkimer, New York",63744,
1850,"Jefferson, New York",119103,
1851,"Kings (Brooklyn), New York",2621793,
1852,"Lewis, New York",27220,
1853,"Livingston, New York",64586,
1854,"Madison, New York",72369,
1855,"Monroe, New York",749857,
1856,"Montgomery, New York",49779,
1857,"Nassau, New York",1358627,
1858,"New York (Manhattan), New York",1636268,
1859,"Niagara, New York",213525,
1860,"Oneida, New York",232871,
1861,"Onondaga, New York",468196,
1862,"Ontario, New York",109707,
1863,"Orange, New York",376099,
1864,"Orleans, New York",41984,
1865,"Oswego, New York",120913,
1866,"Otsego, New York",61128,
1867,"Putnam, New York",99487,
1868,"Queens, New York",2321580,
1869,"Rensselaer, New York",159774,
1870,"Richmond (Staten Island), New York",473279,
1871,"Rockland, New York",323866,
1872,"Saratoga, New York",224921,
1873,"Schenectady, New York",155735,
1874,"Schoharie, New York",31566,
1875,"Schuyler, New York",18479,
1876,"Seneca, New York",34884,
1877,"Steuben, New York",98394,
1878,"St. Lawrence, New York",111400,
1879,"Suffolk, New York",1502968,
1880,"Sullivan, New York",75943,
1881,"Tioga, New York",49870,
1882,"Tompkins, New York",104691,
1883,"Ulster, New York",180445,
1884,"Warren, New York",64973,
1885,"Washington, New York",62372,
1886,"Wayne, New York",92051,
1887,"Westchester, New York",972634,
1888,"Wyoming, New York",41188,
1889,"Yates, New York",25208,
1890,"Alamance, North Carolina",155792,
1891,"Alexander, North Carolina",37392,
1892,"Alleghany, North Carolina",10879,
1893,"Anson, North Carolina",25765,
1894,"Ashe, North Carolina",27126,
1895,"Avery, North Carolina",17773,
1896,"Beaufort, North Carolina",47585,
1897,"Bertie, North Carolina",20106,
1898,"Bladen, North Carolina",34657,
1899,"Brunswick, North Carolina",118836,
1900,"Buncombe, North Carolina",250539,
1901,"Burke, North Carolina",89486,
1902,"Cabarrus, North Carolina",192103,
1903,"Caldwell, North Carolina",81484,
1904,"Camden, North Carolina",10331,
1905,"Carteret, North Carolina",68811,
1906,"Caswell, North Carolina",23082,
1907,"Catawba, North Carolina",154534,
1908,"Chatham, North Carolina",68698,
1909,"Cherokee, North Carolina",27141,
1910,"Chowan, North Carolina",14572,
1911,"Clay, North Carolina",10581,
1912,"Cleveland, North Carolina",97076,
1913,"Columbus, North Carolina",56953,
1914,"Craven, North Carolina",104510,
1915,"Cumberland, North Carolina",326328,
1916,"Currituck, North Carolina",24976,
1917,"Dare, North Carolina",35104,
1918,"Davidson, North Carolina",164072,
1919,"Davie, North Carolina",41434,
1920,"Duplin, North Carolina",59882,
1921,"Durham, North Carolina",294460,
1922,"Edgecombe, North Carolina",54933,
1923,"Forsyth, North Carolina",365298,
1924,"Franklin, North Carolina",62860,
1925,"Gaston, North Carolina",211127,
1926,"Gates, North Carolina",11567,
1927,"Graham, North Carolina",8644,
1928,"Granville, North Carolina",58500,
1929,"Greene, North Carolina",21093,
1930,"Guilford, North Carolina",512119,
1931,"Halifax, North Carolina",52970,
1932,"Harnett, North Carolina",126666,
1933,"Haywood, North Carolina",59471,
1934,"Henderson, North Carolina",111149,
1935,"Hertford, North Carolina",24308,
1936,"Hoke, North Carolina",51611,
1937,"Hyde, North Carolina",5676,
1938,"Iredell, North Carolina",166675,
1939,"Jackson, North Carolina",40981,
1940,"Johnston, North Carolina",181423,
1941,"Jones, North Carolina",10076,
1942,"Lee, North Carolina",59662,
1943,"Lenoir, North Carolina",58485,
1944,"Lincoln, North Carolina",79829,
1945,"Macon, North Carolina",33875,
1946,"Madison, North Carolina",21157,
1947,"Martin, North Carolina",23454,
1948,"McDowell, North Carolina",44965,
1949,"Mecklenburg, North Carolina",1012539,
1950,"Mitchell, North Carolina",15311,
1951,"Montgomery, North Carolina",27395,
1952,"Moore, North Carolina",93077,
1953,"Nash, North Carolina",94357,
1954,"New Hanover, North Carolina",216298,
1955,"Northampton, North Carolina",20463,
1956,"Onslow, North Carolina",187589,
1957,"Orange, North Carolina",140420,
1958,"Pamlico, North Carolina",12948,
1959,"Pasquotank, North Carolina",39787,
1960,"Pender, North Carolina",56250,
1961,"Perquimans, North Carolina",13466,
1962,"Person, North Carolina",39132,
1963,"Pitt, North Carolina",175354,
1964,"Polk, North Carolina",20357,
1965,"Randolph, North Carolina",142778,
1966,"Richmond, North Carolina",45733,
1967,"Robeson, North Carolina",134760,
1968,"Rockingham, North Carolina",91696,
1969,"Rowan, North Carolina",138630,
1970,"Rutherford, North Carolina",66600,
1971,"Sampson, North Carolina",64050,
1972,"Scotland, North Carolina",35576,
1973,"Stanly, North Carolina",60600,
1974,"Stokes, North Carolina",46419,
1975,"Surry, North Carolina",72968,
1976,"Swain, North Carolina",14274,
1977,"Transylvania, North Carolina",33045,
1978,"Tyrrell, North Carolina",4115,
1979,"Union, North Carolina",218568,
1980,"Vance, North Carolina",44614,
1981,"Wake, North Carolina",998691,
1982,"Warren, North Carolina",20231,
1983,"Washington, North Carolina",12570,
1984,"Watauga, North Carolina",52560,
1985,"Wayne, North Carolina",124456,
1986,"Wilkes, North Carolina",68838,
1987,"Wilson, North Carolina",81401,
1988,"Yadkin, North Carolina",37792,
1989,"Yancey, North Carolina",17614,
1990,"Adams, North Dakota",2384,
1991,"Barnes, North Dakota",11144,
1992,"Benson, North Dakota",6833,
1993,"Billings, North Dakota",901,
1994,"Bottineau, North Dakota",6650,
1995,"Bowman, North Dakota",3247,
1996,"Burke, North Dakota",2245,
1997,"Burleigh, North Dakota",90503,
1998,"Cass, North Dakota",167005,
1999,"Cavalier, North Dakota",3855,
2000,"Dickey, North Dakota",5150,
2001,"Divide, North Dakota",2432,
2002,"Dunn, North Dakota",4399,
2003,"Eddy, North Dakota",2377,
2004,"Emmons, North Dakota",3422,
2005,"Foster, North Dakota",3362,
2006,"Golden Valley, North Dakota",1825,
2007,"Grand Forks, North Dakota",70138,
2008,"Grant, North Dakota",2361,
2009,"Griggs, North Dakota",2319,
2010,"Hettinger, North Dakota",2660,
2011,"Kidder, North Dakota",2424,
2012,"LaMoure, North Dakota",4149,
2013,"Logan, North Dakota",1944,
2014,"McHenry, North Dakota",5988,
2015,"McIntosh, North Dakota",2801,
2016,"McKenzie, North Dakota",10996,
2017,"McLean, North Dakota",9578,
2018,"Mercer, North Dakota",8746,
2019,"Morton, North Dakota",29822,
2020,"Mountrail, North Dakota",9782,
2021,"Nelson, North Dakota",3045,
2022,"Oliver, North Dakota",1850,
2023,"Pembina, North Dakota",7128,
2024,"Pierce, North Dakota",4404,
2025,"Ramsey, North Dakota",11564,
2026,"Ransom, North Dakota",5446,
2027,"Renville, North Dakota",2587,
2028,"Richland, North Dakota",16432,
2029,"Rolette, North Dakota",14616,
2030,"Sargent, North Dakota",3931,
2031,"Sheridan, North Dakota",1326,
2032,"Sioux, North Dakota",4422,
2033,"Slope, North Dakota",765,
2034,"Stark, North Dakota",30372,
2035,"Steele, North Dakota",1955,
2036,"Stutsman, North Dakota",21129,
2037,"Towner, North Dakota",2310,
2038,"Traill, North Dakota",8082,
2039,"Walsh, North Dakota",10970,
2040,"Ward, North Dakota",69384,
2041,"Wells, North Dakota",4192,
2042,"Williams, North Dakota",32130,
2043,"Adams, Ohio",28129,
2044,"Allen, Ohio",105040,
2045,"Ashland, Ohio",53035,
2046,"Ashtabula, Ohio",99175,
2047,"Athens, Ohio",64713,
2048,"Auglaize, Ohio",45841,
2049,"Belmont, Ohio",69461,
2050,"Brown, Ohio",44116,
2051,"Butler, Ohio",374158,
2052,"Carroll, Ohio",28187,
2053,"Champaign, Ohio",39128,
2054,"Clark, Ohio",136554,
2055,"Clermont, Ohio",201560,
2056,"Clinton, Ohio",41835,
2057,"Columbiana, Ohio",105686,
2058,"Coshocton, Ohio",36516,
2059,"Crawford, Ohio",42480,
2060,"Cuyahoga, Ohio",1259828,
2061,"Darke, Ohio",52196,
2062,"Defiance, Ohio",38510,
2063,"Delaware, Ohio",189113,
2064,"Erie, Ohio",75828,
2065,"Fairfield, Ohio",150381,
2066,"Fayette, Ohio",28800,
2067,"Franklin, Ohio",1231393,
2068,"Fulton, Ohio",42580,
2069,"Gallia, Ohio",30397,
2070,"Geauga, Ohio",94295,
2071,"Greene, Ohio",163820,
2072,"Guernsey, Ohio",39590,
2073,"Hamilton, Ohio",806631,
2074,"Hancock, Ohio",75337,
2075,"Hardin, Ohio",31796,
2076,"Harrison, Ohio",15543,
2077,"Henry, Ohio",27937,
2078,"Highland, Ohio",43045,
2079,"Hocking, Ohio",28725,
2080,"Holmes, Ohio",43898,
2081,"Huron, Ohio",58714,
2082,"Jackson, Ohio",32748,
2083,"Jefferson, Ohio",67694,
2084,"Knox, Ohio",61167,
2085,"Lake, Ohio",229230,
2086,"Lawrence, Ohio",61623,
2087,"Licking, Ohio",169390,
2088,"Logan, Ohio",45507,
2089,"Lorain, Ohio",304216,
2090,"Lucas, Ohio",435286,
2091,"Madison, Ohio",43918,
2092,"Mahoning, Ohio",233204,
2093,"Marion, Ohio",65720,
2094,"Medina, Ohio",176029,
2095,"Meigs, Ohio",23331,
2096,"Mercer, Ohio",40831,
2097,"Miami, Ohio",103900,
2098,"Monroe, Ohio",14465,
2099,"Montgomery, Ohio",533116,
2100,"Morgan, Ohio",14843,
2101,"Morrow, Ohio",35152,
2102,"Muskingum, Ohio",85818,
2103,"Noble, Ohio",14363,
2104,"Ottawa, Ohio",41154,
2105,"Paulding, Ohio",18989,
2106,"Perry, Ohio",35812,
2107,"Pickaway, Ohio",56876,
2108,"Pike, Ohio",28256,
2109,"Portage, Ohio",161882,
2110,"Preble, Ohio",41586,
2111,"Putnam, Ohio",34171,
2112,"Richland, Ohio",121942,
2113,"Ross, Ohio",77159,
2114,"Sandusky, Ohio",60179,
2115,"Scioto, Ohio",77258,
2116,"Seneca, Ohio",55669,
2117,"Shelby, Ohio",48951,
2118,"Stark, Ohio",375736,
2119,"Summit, Ohio",541943,
2120,"Trumbull, Ohio",205175,
2121,"Tuscarawas, Ohio",92788,
2122,"Union, Ohio",53776,
2123,"Van Wert, Ohio",28462,
2124,"Vinton, Ohio",13234,
2125,"Warren, Ohio",221659,
2126,"Washington, Ohio",61213,
2127,"Wayne, Ohio",115537,
2128,"Williams, Ohio",37291,
2129,"Wood, Ohio",129590,
2130,"Wyandot, Ohio",22353,
2131,"Adair, Oklahoma",22186,
2132,"Alfalfa, Oklahoma",5790,
2133,"Atoka, Oklahoma",13796,
2134,"Beaver, Oklahoma",5486,
2135,"Beckham, Oklahoma",23691,
2136,"Blaine, Oklahoma",9917,
2137,"Bryan, Oklahoma",44486,
2138,"Caddo, Oklahoma",29317,
2139,"Canadian, Oklahoma",129582,
2140,"Carter, Oklahoma",48821,
2141,"Cherokee, Oklahoma",48341,
2142,"Choctaw, Oklahoma",15161,
2143,"Cimarron, Oklahoma",2294,
2144,"Cleveland, Oklahoma",269908,
2145,"Coal, Oklahoma",5807,
2146,"Comanche, Oklahoma",125033,
2147,"Cotton, Oklahoma",6150,
2148,"Craig, Oklahoma",14582,
2149,"Creek, Oklahoma",70632,
2150,"Custer, Oklahoma",29500,
2151,"Delaware, Oklahoma",41446,
2152,"Dewey, Oklahoma",4914,
2153,"Ellis, Oklahoma",4150,
2154,"Garfield, Oklahoma",63091,
2155,"Garvin, Oklahoma",27561,
2156,"Grady, Oklahoma",53854,
2157,"Grant, Oklahoma",4501,
2158,"Greer, Oklahoma",6151,
2159,"Harmon, Oklahoma",2798,
2160,"Harper, Oklahoma",3812,
2161,"Haskell, Oklahoma",12896,
2162,"Hughes, Oklahoma",13806,
2163,"Jackson, Oklahoma",25998,
2164,"Jefferson, Oklahoma",6292,
2165,"Johnston, Oklahoma",11103,
2166,"Kay, Oklahoma",45478,
2167,"Kingfisher, Oklahoma",15532,
2168,"Kiowa, Oklahoma",9336,
2169,"Latimer, Oklahoma",10693,
2170,"Le Flore, Oklahoma",49761,
2171,"Lincoln, Oklahoma",34619,
2172,"Logan, Oklahoma",45276,
2173,"Love, Oklahoma",9773,
2174,"Major, Oklahoma",7750,
2175,"Marshall, Oklahoma",16182,
2176,"Mayes, Oklahoma",40816,
2177,"McClain, Oklahoma",37313,
2178,"McCurtain, Oklahoma",33050,
2179,"McIntosh, Oklahoma",20088,
2180,"Murray, Oklahoma",13803,
2181,"Muskogee, Oklahoma",69966,
2182,"Noble, Oklahoma",11494,
2183,"Nowata, Oklahoma",10524,
2184,"Okfuskee, Oklahoma",12186,
2185,"Oklahoma, Oklahoma",766215,
2186,"Okmulgee, Oklahoma",39095,
2187,"Osage, Oklahoma",47981,
2188,"Ottawa, Oklahoma",32105,
2189,"Pawnee, Oklahoma",16401,
2190,"Payne, Oklahoma",80264,
2191,"Pittsburg, Oklahoma",44626,
2192,"Pontotoc, Oklahoma",38005,
2193,"Pottawatomie, Oklahoma",71811,
2194,"Pushmataha, Oklahoma",11125,
2195,"Roger Mills, Oklahoma",3761,
2196,"Rogers, Oklahoma",89815,
2197,"Seminole, Oklahoma",25421,
2198,"Sequoyah, Oklahoma",41358,
2199,"Stephens, Oklahoma",44493,
2200,"Texas, Oklahoma",21853,
2201,"Tillman, Oklahoma",7628,
2202,"Tulsa, Oklahoma",629598,
2203,"Wagoner, Oklahoma",75702,
2204,"Washington, Oklahoma",51937,
2205,"Washita, Oklahoma",11547,
2206,"Woods, Oklahoma",9288,
2207,"Woodward, Oklahoma",21529,
2208,"Baker, Oregon",16059,
2209,"Benton, Oregon",86316,
2210,"Clackamas, Oregon",394972,
2211,"Clatsop, Oregon",37474,
2212,"Columbia, Oregon",49459,
2213,"Coos, Oregon",62475,
2214,"Crook, Oregon",20998,
2215,"Curry, Oregon",22335,
2216,"Deschutes, Oregon",170388,
2217,"Douglas, Oregon",106972,
2218,"Gilliam, Oregon",1932,
2219,"Grant, Oregon",7180,
2220,"Harney, Oregon",7126,
2221,"Hood River, Oregon",22885,
2222,"Jackson, Oregon",210287,
2223,"Jefferson, Oregon",22192,
2224,"Josephine, Oregon",83599,
2225,"Klamath, Oregon",65455,
2226,"Lake, Oregon",7838,
2227,"Lane, Oregon",358337,
2228,"Lincoln, Oregon",46406,
2229,"Linn, Oregon",119356,
2230,"Malheur, Oregon",30359,
2231,"Marion, Oregon",326110,
2232,"Morrow, Oregon",11187,
2233,"Multnomah, Oregon",776712,
2234,"Polk, Oregon",77916,
2235,"Sherman, Oregon",1710,
2236,"Tillamook, Oregon",25342,
2237,"Umatilla, Oregon",76705,
2238,"Union, Oregon",25691,
2239,"Wallowa, Oregon",6820,
2240,"Wasco, Oregon",25515,
2241,"Washington, Oregon",562998,
2242,"Wheeler, Oregon",1375,
2243,"Yamhill, Oregon",101758,
2244,"Adams, Pennsylvania",101714,
2245,"Allegheny, Pennsylvania",1231255,
2246,"Armstrong, Pennsylvania",67785,
2247,"Beaver, Pennsylvania",169392,
2248,"Bedford, Pennsylvania",48946,
2249,"Berks, Pennsylvania",413691,
2250,"Blair, Pennsylvania",125955,
2251,"Bradford, Pennsylvania",61784,
2252,"Bucks, Pennsylvania",626685,
2253,"Butler, Pennsylvania",185943,
2254,"Cambria, Pennsylvania",137732,
2255,"Cameron, Pennsylvania",4805,
2256,"Carbon, Pennsylvania",64441,
2257,"Centre, Pennsylvania",158742,
2258,"Chester, Pennsylvania",512784,
2259,"Clarion, Pennsylvania",38821,
2260,"Clearfield, Pennsylvania",81191,
2261,"Clinton, Pennsylvania",39745,
2262,"Columbia, Pennsylvania",67122,
2263,"Crawford, Pennsylvania",87175,
2264,"Cumberland, Pennsylvania",243762,
2265,"Dauphin, Pennsylvania",271453,
2266,"Delaware, Pennsylvania",562960,
2267,"Elk, Pennsylvania",31194,
2268,"Erie, Pennsylvania",278443,
2269,"Fayette, Pennsylvania",134086,
2270,"Forest, Pennsylvania",7518,
2271,"Franklin, Pennsylvania",152892,
2272,"Fulton, Pennsylvania",14632,
2273,"Greene, Pennsylvania",37843,
2274,"Huntingdon, Pennsylvania",45750,
2275,"Indiana, Pennsylvania",87706,
2276,"Jefferson, Pennsylvania",44638,
2277,"Juniata, Pennsylvania",24796,
2278,"Lackawanna, Pennsylvania",212719,
2279,"Lancaster, Pennsylvania",533320,
2280,"Lawrence, Pennsylvania",88771,
2281,"Lebanon, Pennsylvania",136359,
2282,"Lehigh, Pennsylvania",357823,
2283,"Luzerne, Pennsylvania",318829,
2284,"Lycoming, Pennsylvania",116508,
2285,"McKean, Pennsylvania",42554,
2286,"Mercer, Pennsylvania",114884,
2287,"Mifflin, Pennsylvania",46552,
2288,"Monroe, Pennsylvania",166314,
2289,"Montgomery, Pennsylvania",816857,
2290,"Montour, Pennsylvania",18641,
2291,"Northampton, Pennsylvania",300654,
2292,"Northumberland, Pennsylvania",93944,
2293,"Perry, Pennsylvania",45634,
2294,"Philadelphia, Pennsylvania",1560297,
2295,"Pike, Pennsylvania",56191,
2296,"Potter, Pennsylvania",17206,
2297,"Schuylkill, Pennsylvania",145797,
2298,"Snyder, Pennsylvania",40323,
2299,"Somerset, Pennsylvania",76218,
2300,"Sullivan, Pennsylvania",6339,
2301,"Susquehanna, Pennsylvania",41920,
2302,"Tioga, Pennsylvania",42274,
2303,"Union, Pennsylvania",44874,
2304,"Venango, Pennsylvania",53529,
2305,"Warren, Pennsylvania",40703,
2306,"Washington, Pennsylvania",208187,
2307,"Wayne, Pennsylvania",51401,
2308,"Westmoreland, Pennsylvania",359320,
2309,"Wyoming, Pennsylvania",28131,
2310,"York, Pennsylvania",440755,
2311,"Bristol, Rhode Island",49060,
2312,"Kent, Rhode Island",165128,
2313,"Newport, Rhode Island",82358,
2314,"Providence, Rhode Island",631974,
2315,"Washington, Rhode Island",126653,
2316,"Abbeville, South Carolina",24965,
2317,"Aiken, South Carolina",164753,
2318,"Allendale, South Carolina",9695,
2319,"Anderson, South Carolina",192810,
2320,"Bamberg, South Carolina",15182,
2321,"Barnwell, South Carolina",21959,
2322,"Beaufort, South Carolina",175852,
