,lt_x,lt_y,rb_x,rb_y,target_norm
8767,18926681.6693,20321496.3074,19168805.3307,20590228.6926,9.53826560439e+11
8768,18926671.6693,20321556.3074,19168795.3307,20590288.6926,9.53826560439e+11
8769,18926661.6693,20321486.3074,19168785.3307,20590218.6926,9.53826560439e+11
8770,18926631.6693,20321516.3074,19168755.3307,20590248.6926,9.53826560439e+11
8771,18926681.6693,20321546.3074,19168805.3307,20590278.6926,9.53826560439e+11
8772,18957243.463,20299332.3611,19138203.537,20612532.6389,9.49898811049e+11
8773,18957263.463,20299272.3611,19138223.537,20612472.6389,9.49898811049e+11
8774,18957253.463,20299302.3611,19138213.537,20612502.6389,9.49898811049e+11
8775,18957293.463,20299252.3611,19138253.537,20612452.6389,9.49898811049e+11
8776,18957283.463,20299292.3611,19138243.537,20612492.6389,9.49898811049e+11
8777,18957233.463,20299272.3611,19138193.537,20612472.6389,9.49898811049e+11
8778,18957263.463,20299322.3611,19138223.537,20612522.6389,9.49898811049e+11
8779,18957213.463,20299282.3611,19138173.537,20612482.6389,9.49898811049e+11
8780,18957283.463,20299262.3611,19138243.537,20612462.6389,9.49898811049e+11
8781,18957213.463,20299302.3611,19138173.537,20612502.6389,9.49898811049e+11
8782,18957273.463,20299342.3611,19138233.537,20612542.6389,9.49898811049e+11
8783,18957213.463,20299332.3611,19138173.537,20612532.6389,9.49898811049e+11
8784,18957243.463,20299322.3611,19138203.537,20612522.6389,9.49898811049e+11
8785,18957273.463,20299332.3611,19138233.537,20612532.6389,9.49898811049e+11
8786,18957253.463,20299272.3611,19138213.537,20612472.6389,9.49898811049e+11
8787,18957283.463,20299312.3611,19138243.537,20612512.6389,9.49898811049e+11
8788,18957243.463,20299302.3611,19138203.537,20612502.6389,9.49898811049e+11
8789,18957233.463,20299252.3611,19138193.537,20612452.6389,9.49898811049e+11
8790,18957293.463,20299292.3611,19138253.537,20612492.6389,9.49898811049e+11
8791,18957293.463,20299352.3611,19138253.537,20612552.6389,9.49898811049e+11
8792,18957273.463,20299282.3611,19138233.537,20612482.6389,9.49898811049e+11
8793,18957213.463,20299262.3611,19138173.537,20612462.6389,9.49898811049e+11
8794,18957213.463,20299352.3611,19138173.537,20612552.6389,9.49898811049e+11
8795,18957273.463,20299302.3611,19138233.537,20612502.6389,9.49898811049e+11
8796,18957233.463,20299282.3611,19138193.537,20612482.6389,9.49898811049e+11
8797,18957273.463,20299252.3611,19138233.537,20612452.6389,9.49898811049e+11
8798,18957283.463,20299322.3611,19138243.537,20612522.6389,9.49898811049e+11
8799,18957263.463,20299262.3611,19138223.537,20612462.6389,9.49898811049e+11
8800,18957283.463,20299252.3611,19138243.537,20612452.6389,9.49898811049e+11
8801,18957243.463,20299342.3611,19138203.537,20612542.6389,9.49898811049e+11
8802,18957283.463,20299352.3611,19138243.537,20612552.6389,9.49898811049e+11
8803,18957233.463,20299302.3611,19138193.537,20612502.6389,9.49898811049e+11
8804,18957213.463,20299322.3611,19138173.537,20612522.6389,9.49898811049e+11
8805,18957273.463,20299272.3611,19138233.537,20612472.6389,9.49898811049e+11
8806,18957253.463,20299262.3611,19138213.537,20612462.6389,9.49898811049e+11
8807,18957293.463,20299302.3611,19138253.537,20612502.6389,9.49898811049e+11
8808,18957223.463,20299302.3611,19138183.537,20612502.6389,9.49898811049e+11
8809,18957223.463,20299352.3611,19138183.537,20612552.6389,9.49898811049e+11
8810,18957283.463,20299302.3611,19138243.537,20612502.6389,9.49898811049e+11
8811,18957243.463,20299282.3611,19138203.537,20612482.6389,9.49898811049e+11
8812,18957253.463,20299282.3611,19138213.537,20612482.6389,9.49898811049e+11
8813,18957283.463,20299272.3611,19138243.537,20612472.6389,9.49898811049e+11
8814,18957293.463,20299322.3611,19138253.537,20612522.6389,9.49898811049e+11
8815,18957213.463,20299272.3611,19138173.537,20612472.6389,9.49898811049e+11
8816,18957263.463,20299292.3611,19138223.537,20612492.6389,9.49898811049e+11
8817,18957263.463,20299332.3611,19138223.537,20612532.6389,9.49898811049e+11
8818,18957283.463,20299342.3611,19138243.537,20612542.6389,9.49898811049e+11
8819,18957223.463,20299342.3611,19138183.537,20612542.6389,9.49898811049e+11
8820,18957223.463,20299322.3611,19138183.537,20612522.6389,9.49898811049e+11
8821,18957223.463,20299332.3611,19138183.537,20612532.6389,9.49898811049e+11
8822,18957223.463,20299262.3611,19138183.537,20612462.6389,9.49898811049e+11
8823,18957233.463,20299322.3611,19138193.537,20612522.6389,9.49898811049e+11
8824,18957223.463,20299282.3611,19138183.537,20612482.6389,9.49898811049e+11
8825,18957273.463,20299322.3611,19138233.537,20612522.6389,9.49898811049e+11
8826,18957263.463,20299302.3611,19138223.537,20612502.6389,9.49898811049e+11
8827,18957213.463,20299252.3611,19138173.537,20612452.6389,9.49898811049e+11
8828,18957293.463,20299312.3611,19138253.537,20612512.6389,9.49898811049e+11
8829,18957223.463,20299272.3611,19138183.537,20612472.6389,9.49898811049e+11
8830,18957243.463,20299272.3611,19138203.537,20612472.6389,9.49898811049e+11
8831,18957213.463,20299342.3611,19138173.537,20612542.6389,9.49898811049e+11
8832,18957263.463,20299342.3611,19138223.537,20612542.6389,9.49898811049e+11
8833,18957253.463,20299332.3611,19138213.537,20612532.6389,9.49898811049e+11
8834,18957273.463,20299262.3611,19138233.537,20612462.6389,9.49898811049e+11
8835,18957293.463,20299272.3611,19138253.537,20612472.6389,9.49898811049e+11
8836,18957273.463,20299292.3611,19138233.537,20612492.6389,9.49898811049e+11
8837,18957253.463,20299292.3611,19138213.537,20612492.6389,9.49898811049e+11
8838,18957293.463,20299342.3611,19138253.537,20612542.6389,9.49898811049e+11
8839,18957223.463,20299252.3611,19138183.537,20612452.6389,9.49898811049e+11
8840,18957233.463,20299332.3611,19138193.537,20612532.6389,9.49898811049e+11
8841,18957233.463,20299352.3611,19138193.537,20612552.6389,9.49898811049e+11
8842,18957263.463,20299282.3611,19138223.537,20612482.6389,9.49898811049e+11
8843,18957253.463,20299322.3611,19138213.537,20612522.6389,9.49898811049e+11
8844,18957233.463,20299342.3611,19138193.537,20612542.6389,9.49898811049e+11
8845,18957233.463,20299312.3611,19138193.537,20612512.6389,9.49898811049e+11
8846,18957233.463,20299262.3611,19138193.537,20612462.6389,9.49898811049e+11
8847,18957223.463,20299292.3611,19138183.537,20612492.6389,9.49898811049e+11
8848,18957263.463,20299312.3611,19138223.537,20612512.6389,9.49898811049e+11
8849,18957273.463,20299312.3611,19138233.537,20612512.6389,9.49898811049e+11
8850,18957243.463,20299292.3611,19138203.537,20612492.6389,9.49898811049e+11
8851,18957293.463,20299262.3611,19138253.537,20612462.6389,9.49898811049e+11
8852,18957253.463,20299352.3611,19138213.537,20612552.6389,9.49898811049e+11
8853,18957283.463,20299282.3611,19138243.537,20612482.6389,9.49898811049e+11
8854,18957243.463,20299262.3611,19138203.537,20612462.6389,9.49898811049e+11
8855,18957273.463,20299352.3611,19138233.537,20612552.6389,9.49898811049e+11
8856,18957243.463,20299252.3611,19138203.537,20612452.6389,9.49898811049e+11
8857,18957253.463,20299252.3611,19138213.537,20612452.6389,9.49898811049e+11
8858,18957253.463,20299342.3611,19138213.537,20612542.6389,9.49898811049e+11
8859,18957213.463,20299292.3611,19138173.537,20612492.6389,9.49898811049e+11
8860,18957243.463,20299312.3611,19138203.537,20612512.6389,9.49898811049e+11
8861,18957263.463,20299252.3611,19138223.537,20612452.6389,9.49898811049e+11
8862,18957293.463,20299282.3611,19138253.537,20612482.6389,9.49898811049e+11
8863,18957283.463,20299332.3611,19138243.537,20612532.6389,9.49898811049e+11
8864,18957243.463,20299352.3611,19138203.537,20612552.6389,9.49898811049e+11
8865,18957263.463,20299352.3611,19138223.537,20612552.6389,9.49898811049e+11
8866,18957223.463,20299312.3611,19138183.537,20612512.6389,9.49898811049e+11
8867,18957233.463,20299292.3611,19138193.537,20612492.6389,9.49898811049e+11
8868,18957293.463,20299332.3611,19138253.537,20612532.6389,9.49898811049e+11
8869,18957213.463,20299312.3611,19138173.537,20612512.6389,9.49898811049e+11
8870,18957253.463,20299312.3611,19138213.537,20612512.6389,9.49898811049e+11
8871,18957303.463,20299322.3611,19138263.537,20612522.6389,9.43953043164e+11
8872,18957303.463,20299302.3611,19138263.537,20612502.6389,9.43953043164e+11
8873,18957313.463,20299352.3611,19138273.537,20612552.6389,9.43953043164e+11
8874,18957303.463,20299272.3611,19138263.537,20612472.6389,9.43953043164e+11
8875,18957303.463,20299352.3611,19138263.537,20612552.6389,9.43953043164e+11
8876,18957313.463,20299272.3611,19138273.537,20612472.6389,9.43953043164e+11
8877,18957313.463,20299292.3611,19138273.537,20612492.6389,9.43953043164e+11
8878,18957313.463,20299332.3611,19138273.537,20612532.6389,9.43953043164e+11
8879,18957303.463,20299282.3611,19138263.537,20612482.6389,9.43953043164e+11
8880,18957313.463,20299252.3611,19138273.537,20612452.6389,9.43953043164e+11
8881,18957313.463,20299262.3611,19138273.537,20612462.6389,9.43953043164e+11
8882,18957313.463,20299342.3611,19138273.537,20612542.6389,9.43953043164e+11
8883,18957303.463,20299262.3611,19138263.537,20612462.6389,9.43953043164e+11
8884,18957303.463,20299252.3611,19138263.537,20612452.6389,9.43953043164e+11
8885,18957313.463,20299302.3611,19138273.537,20612502.6389,9.43953043164e+11
8886,18957303.463,20299312.3611,19138263.537,20612512.6389,9.43953043164e+11
8887,18957303.463,20299332.3611,19138263.537,20612532.6389,9.43953043164e+11
8888,18957313.463,20299282.3611,19138273.537,20612482.6389,9.43953043164e+11
8889,18957313.463,20299312.3611,19138273.537,20612512.6389,9.43953043164e+11
8890,18957303.463,20299292.3611,19138263.537,20612492.6389,9.43953043164e+11
8891,18957313.463,20299322.3611,19138273.537,20612522.6389,9.43953043164e+11
8892,18957303.463,20299342.3611,19138263.537,20612542.6389,9.43953043164e+11
8893,18878235.6028,20419870.7494,19217331.3972,20491834.2506,9.27373514901e+11
8894,18878175.6028,20419960.7494,19217271.3972,20491924.2506,9.27373514901e+11
8895,18878145.6028,20419940.7494,19217241.3972,20491904.2506,9.27373514901e+11
8896,18878145.6028,20419900.7494,19217241.3972,20491864.2506,9.27373514901e+11
8897,18878205.6028,20419950.7494,19217301.3972,20491914.2506,9.27373514901e+11
8898,18878145.6028,20419970.7494,19217241.3972,20491934.2506,9.27373514901e+11
8899,18878175.6028,20419890.7494,19217271.3972,20491854.2506,9.27373514901e+11
8900,18878215.6028,20419890.7494,19217311.3972,20491854.2506,9.27373514901e+11
8901,18878175.6028,20419950.7494,19217271.3972,20491914.2506,9.27373514901e+11
8902,18878235.6028,20419900.7494,19217331.3972,20491864.2506,9.27373514901e+11
8903,18878175.6028,20419900.7494,19217271.3972,20491864.2506,9.27373514901e+11
8904,18878245.6028,20419880.7494,19217341.3972,20491844.2506,9.27373514901e+11
8905,18878205.6028,20419890.7494,19217301.3972,20491854.2506,9.27373514901e+11
8906,18878225.6028,20419910.7494,19217321.3972,20491874.2506,9.27373514901e+11
8907,18878205.6028,20419880.7494,19217301.3972,20491844.2506,9.27373514901e+11
8908,18878145.6028,20419880.7494,19217241.3972,20491844.2506,9.27373514901e+11
8909,18878165.6028,20419910.7494,19217261.3972,20491874.2506,9.27373514901e+11
8910,18878225.6028,20419880.7494,19217321.3972,20491844.2506,9.27373514901e+11
8911,18878165.6028,20419950.7494,19217261.3972,20491914.2506,9.27373514901e+11
8912,18878225.6028,20419900.7494,19217321.3972,20491864.2506,9.27373514901e+11
8913,18878155.6028,20419880.7494,19217251.3972,20491844.2506,9.27373514901e+11
8914,18878225.6028,20419890.7494,19217321.3972,20491854.2506,9.27373514901e+11
8915,18878205.6028,20419910.7494,19217301.3972,20491874.2506,9.27373514901e+11
8916,18878245.6028,20419940.7494,19217341.3972,20491904.2506,9.27373514901e+11
8917,18878185.6028,20419920.7494,19217281.3972,20491884.2506,9.27373514901e+11
8918,18878155.6028,20419930.7494,19217251.3972,20491894.2506,9.27373514901e+11
8919,18878165.6028,20419870.7494,19217261.3972,20491834.2506,9.27373514901e+11
8920,18878185.6028,20419960.7494,19217281.3972,20491924.2506,9.27373514901e+11
8921,18878165.6028,20419880.7494,19217261.3972,20491844.2506,9.27373514901e+11
8922,18878145.6028,20419890.7494,19217241.3972,20491854.2506,9.27373514901e+11
8923,18878155.6028,20419950.7494,19217251.3972,20491914.2506,9.27373514901e+11
8924,18878245.6028,20419890.7494,19217341.3972,20491854.2506,9.27373514901e+11
8925,18878205.6028,20419940.7494,19217301.3972,20491904.2506,9.27373514901e+11
8926,18878155.6028,20419890.7494,19217251.3972,20491854.2506,9.27373514901e+11
8927,18878205.6028,20419900.7494,19217301.3972,20491864.2506,9.27373514901e+11
8928,18878215.6028,20419920.7494,19217311.3972,20491884.2506,9.27373514901e+11
8929,18878175.6028,20419910.7494,19217271.3972,20491874.2506,9.27373514901e+11
8930,18878185.6028,20419890.7494,19217281.3972,20491854.2506,9.27373514901e+11
8931,18878225.6028,20419940.7494,19217321.3972,20491904.2506,9.27373514901e+11
8932,18878225.6028,20419930.7494,19217321.3972,20491894.2506,9.27373514901e+11
8933,18878185.6028,20419900.7494,19217281.3972,20491864.2506,9.27373514901e+11
8934,18878165.6028,20419930.7494,19217261.3972,20491894.2506,9.27373514901e+11
8935,18878165.6028,20419920.7494,19217261.3972,20491884.2506,9.27373514901e+11
8936,18878155.6028,20419940.7494,19217251.3972,20491904.2506,9.27373514901e+11
8937,18878175.6028,20419870.7494,19217271.3972,20491834.2506,9.27373514901e+11
8938,18878195.6028,20419890.7494,19217291.3972,20491854.2506,9.27373514901e+11
8939,18878195.6028,20419940.7494,19217291.3972,20491904.2506,9.27373514901e+11
8940,18878215.6028,20419930.7494,19217311.3972,20491894.2506,9.27373514901e+11
8941,18878175.6028,20419940.7494,19217271.3972,20491904.2506,9.27373514901e+11
8942,18878235.6028,20419910.7494,19217331.3972,20491874.2506,9.27373514901e+11
8943,18878215.6028,20419870.7494,19217311.3972,20491834.2506,9.27373514901e+11
8944,18878175.6028,20419920.7494,19217271.3972,20491884.2506,9.27373514901e+11
8945,18878165.6028,20419900.7494,19217261.3972,20491864.2506,9.27373514901e+11
8946,18878195.6028,20419880.7494,19217291.3972,20491844.2506,9.27373514901e+11
8947,18878155.6028,20419900.7494,19217251.3972,20491864.2506,9.27373514901e+11
8948,18878205.6028,20419930.7494,19217301.3972,20491894.2506,9.27373514901e+11
8949,18878175.6028,20419930.7494,19217271.3972,20491894.2506,9.27373514901e+11
8950,18878185.6028,20419910.7494,19217281.3972,20491874.2506,9.27373514901e+11
8951,18878225.6028,20419870.7494,19217321.3972,20491834.2506,9.27373514901e+11
8952,18878145.6028,20419960.7494,19217241.3972,20491924.2506,9.27373514901e+11
8953,18878155.6028,20419910.7494,19217251.3972,20491874.2506,9.27373514901e+11
8954,18878205.6028,20419870.7494,19217301.3972,20491834.2506,9.27373514901e+11
8955,18878185.6028,20419870.7494,19217281.3972,20491834.2506,9.27373514901e+11
8956,18878245.6028,20419870.7494,19217341.3972,20491834.2506,9.27373514901e+11
8957,18878195.6028,20419920.7494,19217291.3972,20491884.2506,9.27373514901e+11
