,lt_x,lt_y,rb_x,rb_y,target
148,19538079.653,20833736.9907,20388893.347,20282940.3426,0.0809213503908
149,19337048.6333,20890527.4667,20189924.3667,20226149.8667,0.0809054068966
150,19471412.9864,20800403.6574,20322226.6803,20249607.0093,0.0808865201628
151,19330053.4551,20655681.9476,20263586.2115,20260995.3857,0.0807368619783
152,19451473.9806,20972441.3008,20342165.6861,20144236.0325,0.0806015255747
153,19385843.203,20678097.2806,20341129.797,20171913.3861,0.0805797087488
154,19384807.3139,21005774.6341,20275499.0194,20177569.3659,0.0805766957482
155,19397034.3333,20903099.0,20196605.3333,20280245.0,0.0805552184816
156,19371412.9864,20867070.3241,20222226.6803,20316273.6759,0.0804458155367
157,19309719.1966,20718763.5457,20217253.8034,20131247.121,0.0803946309217
158,19350410.5667,20965384.4,20309895.7667,20217959.6,0.0802351695289
159,19385843.203,20711430.6139,20341129.797,20205246.7194,0.0801202423508
160,19523406.7308,20582879.9581,20270232.9359,20267130.7086,0.0798825567236
161,19461171.2137,20642525.7289,20332468.453,20274151.6044,0.079865791805
162,19352509.8696,20744763.9473,20307796.4637,20238580.0527,0.0798107117414
163,19504222.606,20956245.3159,20156083.7274,20093765.3508,0.0797137621441
164,19515695.909,20662279.0339,20411277.091,20187731.6328,0.0796871721571
165,19445548.6151,20613127.4539,20281424.3849,20170216.5461,0.079574748013
166,19317077.2333,20932051.0667,20276562.4333,20184626.2667,0.0795665460323
167,19283743.9,20965384.4,20243229.1,20217959.6,0.0795614484772
168,19378568.9539,21017938.7806,20148404.0461,20165405.2194,0.0794622296777
169,19415695.909,20795612.3672,20311277.091,20321064.9661,0.079380442964
170,19476215.4168,20916102.2656,20317424.2498,20133908.4011,0.0793563921062
171,19382362.5757,20628945.7006,20277943.7576,20154398.2994,0.0793269030679
172,19496720.1218,20622348.6143,20430252.8782,20227662.0524,0.079297788622
173,19499773.4428,20815377.1024,20293866.2238,20301300.2309,0.079127783782
174,19442882.0835,20882768.9322,20284090.9165,20100575.0678,0.0790956899896
175,19375401.3212,20663975.8738,20151571.6788,20252701.4595,0.0790591221946
176,19409548.7502,20916102.2656,20250757.5832,20133908.4011,0.0788297055629
177,19501211.1625,20892864.2641,20225761.8375,20090479.7359,0.0787821343178
178,19285843.203,20744763.9473,20241129.797,20238580.0527,0.0787561224542
179,19496720.1218,20755681.9476,20430252.8782,20360995.3857,0.0787261171625
180,19533106.7762,20682043.7691,20327199.5572,20167966.8976,0.0786203310996
181,19352509.8696,20644763.9473,20307796.4637,20138580.0527,0.0786171369166
182,19490353.3667,20815670.5333,20236619.6333,20234340.1333,0.0785891311845
183,19365602.3633,20635504.833,20361370.6367,20214505.8337,0.0784873232259
184,19330053.4551,20689015.2809,20263586.2115,20294328.7191,0.0784506509578
185,19414692.0734,20870456.7673,20378947.5932,20246220.5661,0.0783970462009
186,19466440.1095,20715377.1024,20260532.8905,20201300.2309,0.0782818290833
187,19545548.6151,20746460.7872,20381424.3849,20303549.8795,0.0781413107615
188,19437048.6333,20923860.8,20289924.3667,20259483.2,0.0781280150111
189,19296720.1218,20689015.2809,20230252.8782,20294328.7191,0.0781273432952
190,19361171.2137,20575859.0622,20232468.453,20207484.9378,0.0780286945661
191,19478881.9484,20646460.7872,20314757.7182,20203549.8795,0.0779711685696
192,19343052.5299,20718763.5457,20250587.1368,20131247.121,0.0779043133256
193,19515695.909,20728945.7006,20411277.091,20254398.2994,0.0778768382283
194,19422593.412,20976346.6305,20237712.9214,20073664.0362,0.0778419021235
195,19443729.6,20877955.9333,20349910.0667,20172054.7333,0.0778294724263
196,19376385.8632,20818763.5457,20283920.4701,20231247.121,0.077821360512
197,19363701.0,20803099.0,20163272.0,20180245.0,0.0777747699719
198,19445235.6206,20951272.114,20215070.7128,20098738.5527,0.0777432180955
199,19404746.3197,20800403.6574,20255560.0136,20249607.0093,0.0777079258419
200,19343052.5299,20852096.879,20250587.1368,20264580.4543,0.0777058539041
201,19509719.1966,20818763.5457,20417253.8034,20231247.121,0.0776274050617
202,19265602.3633,20668838.1663,20261370.6367,20247839.167,0.0775988825389
203,19265602.3633,20602171.4997,20261370.6367,20181172.5003,0.0774802767246
204,19442882.0835,20982768.9322,20284090.9165,20200575.0678,0.0774672297384
205,19314692.0734,20870456.7673,20278947.5932,20246220.5661,0.0773191601992
206,19412215.2818,20646460.7872,20248091.0516,20203549.8795,0.0772948957738
207,19315695.909,20762279.0339,20211277.091,20287731.6328,0.0772490642198
208,19511902.2872,20951272.114,20281737.3794,20098738.5527,0.077247901164
209,19467877.8292,20926197.5975,20192428.5042,20123813.0692,0.0772370236317
210,19471412.9864,20667070.3241,20322226.6803,20116273.6759,0.0771768242597
211,19378881.9484,20679794.1205,20214757.7182,20236883.2128,0.0771110838691
212,19376215.4168,20949435.5989,20217424.2498,20167241.7344,0.0770360018262
213,19283743.9,20932051.0667,20243229.1,20184626.2667,0.0769305673552
214,19459031.6227,20936757.5284,20201274.7106,20246586.4716,0.0769077398627
215,19319176.5363,20744763.9473,20274463.1304,20238580.0527,0.0768583584307
216,19423686.7,20849003.8667,20169952.9667,20267673.4667,0.0768116781345
217,19317077.2333,20898717.7333,20276562.4333,20151292.9333,0.076809730407
218,19404746.3197,20700403.6574,20255560.0136,20149607.0093,0.0767603165532
219,19309719.1966,20785430.2123,20217253.8034,20197913.7877,0.0766762259515
220,19417185.2792,21016531.1481,20109787.7208,20100146.1852,0.0765654148145
221,19378881.9484,20713127.4539,20214757.7182,20270216.5461,0.0765419730625
222,19450518.6126,21016531.1481,20143121.0541,20100146.1852,0.0764836321155
223,19489260.0786,20943013.2972,20304379.588,20040330.7028,0.0764572039717
224,19483851.9459,21016531.1481,20176454.3874,20100146.1852,0.0764553984399
225,19376215.4168,20982768.9322,20217424.2498,20200575.0678,0.076438236497
226,19449029.2424,20662279.0339,20344610.4243,20187731.6328,0.0764137519893
227,19390353.3667,20849003.8667,20136619.6333,20267673.4667,0.0763742589084
228,19298935.6966,20702171.4997,20294703.9701,20281172.5003,0.0763706580363
229,19476215.4168,20982768.9322,20317424.2498,20200575.0678,0.0763297475927
230,19477062.9333,20877955.9333,20383243.4,20172054.7333,0.0762829983145
231,19515695.909,20795612.3672,20411277.091,20321064.9661,0.0761533425763
232,19501211.1625,20959530.9308,20225761.8375,20157146.4025,0.0760980676781
233,19267817.9381,20715327.7184,20325821.7286,20268016.2816,0.0760954124568
234,19375401.3212,20630642.5405,20151571.6788,20219368.1262,0.0759964522143
235,19515695.909,20695612.3672,20411277.091,20221064.9661,0.0759679917315
236,19327837.8804,20609192.3956,20199135.1196,20240818.2711,0.0758931142274
237,19338079.653,20800403.6574,20188893.347,20249607.0093,0.0758884846671
238,19478881.9484,20613127.4539,20314757.7182,20170216.5461,0.0758211243648
239,19366440.1095,20815377.1024,20160532.8905,20301300.2309,0.0758147791814
240,19404746.3197,20767070.3241,20255560.0136,20216273.6759,0.0757518228565
241,19363386.7885,20655681.9476,20296919.5449,20260995.3857,0.0757442719582
242,19418140.6472,21005774.6341,20308832.3528,20177569.3659,0.0757405914124
243,19267817.9381,20681994.3851,20325821.7286,20234682.9483,0.0757225786018
244,19499773.4428,20682043.7691,20293866.2238,20167966.8976,0.0756844302286
245,19397034.3333,20803099.0,20196605.3333,20180245.0,0.0756741331229
246,19399773.4428,20782043.7691,20193866.2238,20267966.8976,0.0756732937195
247,19467623.5198,20893096.5637,20259349.4802,20156914.103,0.0756488205243
248,19530367.6667,20836432.3333,20329938.6667,20213578.3333,0.0754446361688
249,19466440.1095,20782043.7691,20260532.8905,20267966.8976,0.075431667291
250,19512215.2818,20646460.7872,20348091.0516,20203549.8795,0.0753936016509
251,19348025.4068,20870456.7673,20312280.9266,20246220.5661,0.0753862945808
252,19367623.5198,20893096.5637,20159349.4802,20156914.103,0.0753007337206
253,19349029.2424,20762279.0339,20244610.4243,20287731.6328,0.0752804850339
254,19408734.6545,20630642.5405,20184905.0122,20219368.1262,0.0752630893413
255,19500956.8531,20926429.897,20292682.8136,20190247.4363,0.0752261146018
256,19510396.2667,20844622.6,20416576.7333,20138721.4,0.0752108457919
257,19234484.6047,20815327.7184,20292488.3953,20368016.2816,0.0752029072745
258,19281358.7401,20870456.7673,20245614.2599,20246220.5661,0.0751702476646
259,19445548.6151,20646460.7872,20281424.3849,20203549.8795,0.075160851052
260,19478297.2594,20802340.3181,20048675.7406,20047670.3486,0.0750846718191
261,19366440.1095,20748710.4358,20160532.8905,20234633.5642,0.0750298384472
262,19392288.9722,20562702.8435,20201350.6944,20220641.1565,0.0749879368009
263,19423686.7,20815670.5333,20169952.9667,20234340.1333,0.074958345364
264,19451473.9806,20905774.6341,20342165.6861,20077569.3659,0.0749349091953
265,19411902.2872,20984605.4473,20181737.3794,20132071.886,0.0749134510796
266,19252998.2836,20922149.9889,20273974.7164,20261194.0111,0.0749127876168
267,19381358.7401,20903790.1006,20345614.2599,20279553.8994,0.0748642591428
268,19351473.9806,21005774.6341,20242165.6861,20177569.3659,0.0748536586717
269,19410396.2667,20944622.6,20316576.7333,20238721.4,0.0747736110805
270,19345548.6151,20779794.1205,20181424.3849,20336883.2128,0.0747610537819
271,19466440.1095,20682043.7691,20260532.8905,20167966.8976,0.0747495927175
272,19433106.7762,20782043.7691,20227199.5572,20267966.8976,0.0747072206523
273,19509548.7502,20916102.2656,20350757.5832,20133908.4011,0.0745582863415
274,19467877.8292,20892864.2641,20192428.5042,20090479.7359,0.0745567301458
275,19545548.6151,20646460.7872,20381424.3849,20203549.8795,0.0745082001938
276,19332269.0299,20602171.4997,20328037.3034,20181172.5003,0.0744972655231
277,19494504.547,20642525.7289,20365801.7863,20274151.6044,0.0744790684679
278,19422593.412,21009679.9638,20237712.9214,20106997.3695,0.0744724185351
279,19463386.7885,20655681.9476,20396919.5449,20260995.3857,0.0744675064691
280,19455926.7453,21009679.9638,20271046.2547,20106997.3695,0.0744532247763
281,19394504.547,20575859.0622,20265801.7863,20207484.9378,0.0744529407528
282,19538079.653,20733736.9907,20388893.347,20182940.3426,0.0744392243393
283,19496720.1218,20655681.9476,20430252.8782,20260995.3857,0.0744352687429
284,19449029.2424,20628945.7006,20344610.4243,20154398.2994,0.0743991707517
285,19411902.2872,21017938.7806,20181737.3794,20165405.2194,0.0743550500348
286,19527837.8804,20709192.3956,20399135.1196,20340818.2711,0.0743176001077
287,19418140.6472,20939107.9675,20308832.3528,20110902.6992,0.074266223375
288,19428133.8993,20697017.2142,20165505.7674,20219660.1192,0.0742515966297
289,19566440.1095,20815377.1024,20360532.8905,20301300.2309,0.0742152574725
290,19408734.6545,20663975.8738,20184905.0122,20252701.4595,0.0742085423992
291,19409719.1966,20818763.5457,20317253.8034,20231247.121,0.07420711798
292,19298935.6966,20668838.1663,20294703.9701,20247839.167,0.0741857051284
293,19384807.3139,20939107.9675,20275499.0194,20110902.6992,0.0741399273706
294,19489260.0786,21043013.2972,20304379.588,20140330.7028,0.0740753933159
295,19382362.5757,20762279.0339,20277943.7576,20287731.6328,0.0740439237139
296,19404746.3197,20867070.3241,20255560.0136,20316273.6759,0.0739914316135
297,19352509.8696,20711430.6139,20307796.4637,20205246.7194,0.0738763294599
298,19422593.412,21043013.2972,20237712.9214,20140330.7028,0.0738561257123
299,19477062.9333,20911289.2667,20383243.4,20205388.0667,0.0738203593389
300,19459031.6227,20870090.8618,20201274.7106,20179919.8049,0.073809145463
301,19524593.266,20829292.817,20135713.0673,20020717.8497,0.0738017138092
302,19318140.6472,20972441.3008,20208832.3528,20144236.0325,0.0737176480372
303,19530367.6667,20703099.0,20329938.6667,20080245.0,0.0737153717861
304,19394800.566,20797017.2142,20132172.434,20319660.1192,0.0736226561543
305,19443729.6,20911289.2667,20349910.0667,20205388.0667,0.0735362798173
306,19367817.9381,20815327.7184,20425821.7286,20368016.2816,0.0734858120381
307,19399773.4428,20815377.1024,20193866.2238,20301300.2309,0.0734461334543
308,19510396.2667,20877955.9333,20416576.7333,20172054.7333,0.0734269978806
309,19466440.1095,20815377.1024,20260532.8905,20301300.2309,0.073390984233
310,19484807.3139,20939107.9675,20375499.0194,20110902.6992,0.0733779899894
311,19497034.3333,20703099.0,20296605.3333,20080245.0,0.0733628691739
312,19415695.909,20628945.7006,20311277.091,20154398.2994,0.0733585366027
313,19476215.4168,20849435.5989,20317424.2498,20067241.7344,0.0732519295512
314,19337048.6333,20857194.1333,20189924.3667,20192816.5333,0.073056649728
315,19343729.6,20877955.9333,20249910.0667,20172054.7333,0.0730443654027
316,19512215.2818,20613127.4539,20348091.0516,20170216.5461,0.0730044115684
317,19378568.9539,20984605.4473,20148404.0461,20132071.886,0.0729117043387
318,19504746.3197,20667070.3241,20355560.0136,20116273.6759,0.0728653143177
319,19327837.8804,20709192.3956,20199135.1196,20340818.2711,0.0728354289098
320,19471412.9864,20733736.9907,20322226.6803,20182940.3426,0.0728139556576
321,19401211.1625,20959530.9308,20125761.8375,20157146.4025,0.072796933302
322,19482362.5757,20695612.3672,20377943.7576,20221064.9661,0.0727284928549
323,19349029.2424,20795612.3672,20244610.4243,20321064.9661,0.0726903901566
324,19430147.9525,21076816.9804,20163491.7141,20106527.0196,0.0726574148758
325,19437555.9393,21022911.9826,20089417.0607,20160432.0174,0.0726058971257
326,19533106.7762,20782043.7691,20327199.5572,20267966.8976,0.072576172165
327,19451473.9806,21005774.6341,20342165.6861,20177569.3659,0.0725085049556
328,19437048.6333,20790527.4667,20289924.3667,20126149.8667,0.0724877954929
329,19358955.6389,20629369.5102,20168017.3611,20287307.8232,0.0724389257109
330,19511902.2872,20917938.7806,20281737.3794,20065405.2194,0.072408477443
331,19298935.6966,20635504.833,20294703.9701,20214505.8337,0.0724074386928
332,19499773.4428,20715377.1024,20293866.2238,20201300.2309,0.0723875642078
333,19338079.653,20867070.3241,20188893.347,20316273.6759,0.0723825109965
334,19433106.7762,20815377.1024,20227199.5572,20301300.2309,0.0723683323682
335,19512215.2818,20746460.7872,20348091.0516,20303549.8795,0.0723268090985
336,19503715.3,20790527.4667,20356591.0333,20126149.8667,0.0723204808169
337,19524593.266,20929292.817,20135713.0673,20120717.8497,0.072311222066
338,19509719.1966,20752096.879,20417253.8034,20164580.4543,0.0722923369497
339,19463481.2859,21076816.9804,20196825.0475,20106527.0196,0.0722215819707
340,19481358.7401,20837123.4339,20445614.2599,20212887.2327,0.07218083913
341,19511902.2872,20884605.4473,20281737.3794,20032071.886,0.0721360758809
342,19445235.6206,20984605.4473,20215070.7128,20132071.886,0.0721128802894
343,19470889.2726,21022911.9826,20122750.394,20160432.0174,0.0721027166715
344,19289323.8302,20760582.194,20304315.8364,20222761.806,0.0720760220141
345,19382362.5757,20695612.3672,20277943.7576,20221064.9661,0.0720747102518
346,19401151.2714,20815327.7184,20459155.0619,20368016.2816,0.0720685717315
347,19533106.7762,20815377.1024,20327199.5572,20301300.2309,0.0720393708713
348,19252998.2836,20888816.6555,20273974.7164,20227860.6778,0.0720044806215
349,19482362.5757,20662279.0339,20377943.7576,20187731.6328,0.0718807488328
350,19490353.3667,20849003.8667,20236619.6333,20267673.4667,0.0718425656457
351,19317077.2333,20965384.4,20276562.4333,20217959.6,0.0717298570594
352,19428133.8993,20663683.8808,20165505.7674,20186326.7858,0.071604018409
353,19496814.6192,21043483.6471,20230158.3808,20073193.6863,0.0715819803126
354,19382362.5757,20728945.7006,20277943.7576,20254398.2994,0.0715803530435
355,19448025.4068,20870456.7673,20412280.9266,20246220.5661,0.071573599264
356,19504746.3197,20733736.9907,20355560.0136,20182940.3426,0.0715443525348
357,19485843.203,20678097.2806,20441129.797,20171913.3861,0.0715230176511
358,19438079.653,20733736.9907,20288893.347,20182940.3426,0.0715086208466
359,19343052.5299,20785430.2123,20250587.1368,20197913.7877,0.0714656011172
360,19394504.547,20775859.0622,20265801.7863,20407484.9378,0.0714576182984
361,19494800.566,20663683.8808,20232172.434,20186326.7858,0.0714421610515
362,19327837.8804,20575859.0622,20199135.1196,20207484.9378,0.0713922606237
363,19430147.9525,21043483.6471,20163491.7141,20073193.6863,0.0713760925425
364,19470889.2726,20956245.3159,20122750.394,20093765.3508,0.0713680677152
365,19530367.6667,20769765.6667,20329938.6667,20146911.6667,0.0712829249909
366,19475401.3212,20630642.5405,20251571.6788,20219368.1262,0.0712545998582
367,19470889.2726,20989578.6492,20122750.394,20127098.6841,0.0712391714029
368,19382362.5757,20795612.3672,20277943.7576,20321064.9661,0.0712343213853
369,19489260.0786,21009679.9638,20304379.588,20106997.3695,0.0712253596882
370,19463386.7885,20789015.2809,20396919.5449,20394328.7191,0.0711813860791
371,19448025.4068,20837123.4339,20412280.9266,20212887.2327,0.0711799974629
372,19418140.6472,20905774.6341,20308832.3528,20077569.3659,0.0711578521758
373,19383743.9,20965384.4,20343229.1,20217959.6,0.0711473622494
